"from","to","n_times"
"Remillard, Jeremy","Shuttleworth, Terrence",1
"Drewno, Young","Seidel, Ian",6
"al-Kamara, Asmar","Chavarria, Jesse",1
"Buehler, Xavia","Chavarria, Jesse",2
"el-Ghanem, Naseema","al-Akel, Husniyya",2
"Harden, Meghan","Rohde, Irquois",7
"Harden, Meghan","Spencer, James",1
"Rohde, Irquois","Spencer, James",4
"al-Ahmed, Muzaina","Medina, Jessi",7
"Lamczyk, Shayne","el-Shahin, Kawkab",1
"Lamczyk, Shayne","Bush, Megan",1
"Romo, Ashley","el-Azad, Hawraa",2
"Romo, Ashley","Ashby, Cody",2
"al-Farhat, Kaarim","Mock, Dashick",1
"al-Farhat, Kaarim","Bell, Jessica",1
"Dean, Sydney","Dane, Rebecca",4
"Dean, Sydney","Otis, Clara",1
"Magallanes, Brenda","Alvarado-Rodriguez, Jaime",1
"Hubbard, Brittany","Alvarado-Rodriguez, Jaime",1
"Fyfe, Kendra","al-Nasrallah, Labeeb",1
"Vasquez, Melisa","Mcknight, Jonathan",1
"Irick, Michael","Hughes, Frederico",1
"Hernandez, Leilani","Hughes, Frederico",1
"Miller, Erynn","Chen, Parker",1
"Murphy, Carrie","Chen, Parker",2
"Kahsay, Darian","Maes, Mariah",1
"Kahsay, Darian","al-Jamil, Mu'taz",1
"Kahsay, Darian","al-Wakim, Aseel",1
"Mcbride, Sara","Oakes, Aaron",1
"Veleta, Francisco","Anders, Anthony",1
"Ivan, Mckinzee","Prejean, Eugene",1
"Prejean, Eugene","Parker, Brittany",1
"Rusello, Katherine","Shuttleworth, Terrence",3
"Lial, John","Baca, Jordan",1
"Janicek, Stefanie","Madison, Maha",1
"Gonzales, Fabian","el-Qadir, Fawzi",2
"Dubenion, Tiesha","Claiborne, Raavyn",2
"Veleta, Francisco","el-Akram, Shaheed",1
"Naulls, Cameron","Macfarlane, Benjamin",2
"Fernandez, Nicole","Tan, Savana",1
"Kuge, Justin","Krason, Austen",24
"Alexander, Holly","Neal, Samba",2
"Abeyta, Gary","Ogsbury-Jones, Dakota",1
"Pride, Shauntaul","Abeyta, Gary",1
"Abeyta, Gary","Munoz, Sara",1
"Lee, Tiffany","Rodriguez, Josyhia",2
"Muslimovic, Justin","Kiflom, Mikayla",1
"Bui, Vidya","Chapman, Breea",1
"Ho, Shane","Mahieu, Kaylan",1
"Correa, Joshua","Castanon-Banuelos, Breanna",2
"Correa, Joshua","el-Salman, Ramza",1
"al-Raad, Hamna","Medina, Jessi",1
"Crowder, Tevis","al-Abdou, Ma,Roof",1
"Paredes, Antonio","el-Salman, Ramza",1
"Robertson, Patrick","Paredes, Antonio",2
"Castanon-Banuelos, Breanna","Paredes, Antonio",1
"Arellano, Alexis","al-El-Sayed, Ghaamid",1
"Harden, Meghan","Slowman, Ian",1
"Harden, Meghan","Butler Nash, Ijhanea",1
"al-Wakim, Aseel","al-Javid, Ghassaan",1
"el-Baccus, Tahaani","al-Wakim, Aseel",1
"Molina, Anthony","Summers, Cheryl",1
"Morgan, Lacey","Metts, Tia Shaye",3
"Morgan, Lacey","Middlestadt, Justus",1
"Morgan, Lacey","Ahsan, Rohith",1
"al-Mustafa, Raheema","Avila, Nikki",2
"Avila, Nikki","Buchholz, Erin",10
"Efagene, Tres","Singh, Elsa",2
"Brainard, Shayla","Solis, Angeliqua",1
"Henderson, Damarius","Lenahan, Mahalia",1
"Leung, Remy","Henderson, Damarius",1
"Leung, Remy","Glenn, Aimis",1
"Glenn, Aimis","Strobel, Tyler",1
"Strobel, Tyler","Lenahan, Mahalia",4
"el-Akram, Shaheed","Strobel, Tyler",1
"Glenn, Aimis","el-Akram, Shaheed",1
"Lehman, Shelby","Williams, Brandon",1
"Union, Quinton","Williams, Brandon",1
"Lehman, Shelby","Union, Quinton",2
"el-Aydin, Arhab","Bland, Jonah",3
"Mctague, Kyla","Cox, Michael",2
"el-Khatib, Asmar","Payne, Briana",5
"Gurrola, Molly","Giusto, Kayla",2
"Gurrola, Molly","Duong, Kyle",1
"Vasquez, Melisa","Goerner, Rodney",2
"Curtis, Sage","Day, Alejandra",1
"Curtis, Sage","Kanamu-Santos, Anthony",1
"Curtis, Sage","Guo, Holden",1
"Jefferson, Christopher","Guo, Holden",1
"Pride, Shauntaul","Garcia, Ashley",1
"Garcia, Ashley","Ngo, Christian",3
"el-Baccus, Tahaani","Garcia, Ashley",3
"Rentie, Davidray","Ward, Deven",1
"Veleta, Francisco","Rentie, Davidray",2
"Rentie, Davidray","Smith, Justin",1
"el-Karam, Arwa","Rayos, William",1
"el-Karam, Arwa","Lemus, Judith",1
"Lemus, Judith","Rayos, William",8
"Zhang, Andy","Williams, Randall",1
"Parra, Emanuel","Montague, Rachel",1
"Kuge, Justin","el-Dia, Zaamil",7
"Patchett, Karlena","al-Habib, Azzaam",1
"el-Karam, Arwa","Mares, Ismael",14
"el-Karam, Arwa","Metts, Tia Shaye",7
"Metts, Tia Shaye","Mares, Ismael",8
"Mascarenas-Lucero, Mckenzie","Munoz, Sara",2
"al-Asad, Samir","Chester, Clifton",2
"al-Raad, Hamna","Fox, Vincent",3
"Hall, Joseph","Vargo, Alexandria",2
"Johnson-Brown, Joshua","Walker, Madison",2
"Clark, Savana","Verde, Richard",1
"el-Abbas, Azeeza","Verde, Richard",2
"Mckenzie, Dominique","al-Hammad, Jaadallah",3
"Crowder, Tevis","el-Sala, Ramza",1
"Hairston, Dante","Leiva, Jessica",1
"Lemus, Judith","Hanson, Berric",1
"Thurman, Marcus","al-Saba, Waseem",1
"Anders, Joseph","Gallegos, Joseph",2
"Kanamu-Santos, Anthony","Wilson, Anjelika",2
"Gibbs, Juanita","Lemus, Judith",2
"Medina, Anthony","al-Mannan, Sakeena",3
"Medina, Anthony","Salazar, Jose",1
"Caraballo, Nickolas","al-Mannan, Sakeena",1
"Caraballo, Nickolas","Salazar, Jose",1
"Mace, Shailyn","Caraballo, Nickolas",4
"Caraballo, Nickolas","Sheldon, Audrey",3
"Pakpahan, Andrew","Slowman, Ian",1
"Gallegos-Guerrero, Arianna","Fujinami, Alex",2
"Farrell, Ashley","Hobbs, Torrey",1
"Farrell, Ashley","Rodriguez, Jay",3
"Breakall, Ashlyn","Acosta, Madeline",2
"Benally, Clint","Todd, Ashleigh",2
"Mace, Shailyn","Lamczyk, Shayne",7
"Johnson, Kyja","Wolfe, Michelle",2
"Meador, Rosemary","Olsen, Chiara",1
"Juvera, Blanca","Meador, Rosemary",2
"Juvera, Blanca","Olsen, Chiara",1
"Juvera, Blanca","el-Karam, Arwa",2
"el-Shaheed, Zahra","Miller, Kayla",2
"Baker, Henry","Jones, Calvin",1
"Hill, Darrien","Mares, Ismael",1
"Trejo Bucio, Maria","Lee, Tony",1
"Trejo Bucio, Maria","Mejia Cabrera, Alejandra",4
"Zacarias Paredes, Victor","Fischer, Cyndi",2
"Lee, Tiffany","Fischer, Cyndi",2
"Heller, Joshua","Fernandez, Kirstie",2
"Fernandez, Nicole","Seubert, Alexandra",2
"Chang, Jose","Davis, Tyler",1
"Davis, Selene","Seidel, Ian",1
"el-Hamdan, Saabiq","Angelo, Kaci",2
"Johnson, Kathryn","Learned, Madeleine",1
"Johnson, Kathryn","Lee, Tiffany",2
"Payne, Tyler","Mai, Jason",2
"Parra, Emanuel","el-Sesay, Mubaaraka",1
"el-Niazi, Muneef","el-Shahin, Kawkab",1
"Secundy, Marko","el-Shahin, Kawkab",1
"Um, Melissa","el-Shahin, Kawkab",1
"Chu, Andrew","el-Shahin, Kawkab",1
"Secundy, Marko","el-Niazi, Muneef",1
"Middlestadt, Justus","Garcia, Ashley",1
"Deshazor, Vanessa","Miller, Erynn",1
"Kane, Jack","Acosta, Courtni",1
"Guerra, Brandon","Acosta, Courtni",1
"al-Hashemi, Muthanna","el-Aslam, Husni",2
"Lehman, Shelby","Arellano, Alexis",2
"el-Abbas, Azeeza","Bhatt, Savannah",1
"Fischer, Cyndi","Starcher, Kelsey",1
"Butler Nash, Ijhanea","Remillard, Jeremy",2
"Remillard, Jeremy","Cao, Kitty",1
"Goerner, Rodney","Christian, Ramon",2
"Downs, Taylor","Vella, Erin",4
"Williams, Shikoni","Vella, Erin",2
"Williams, Shikoni","al-Meer, Kabeera",1
"Downs, Taylor","Williams, Shikoni",1
"Downs, Taylor","al-Meer, Kabeera",2
"el-Fawaz, Shaheed","el-Azad, Hawraa",1
"el-Fawaz, Shaheed","Ashby, Cody",1
"el-Fawaz, Shaheed","Tran, Cole",2
"Tran, Candice","Li, Don",1
"Lopez, Joselin","Garcia, Ashley",5
"Payne, Tyler","al-Akel, Husniyya",2
"Adolpho-Rivera, Elijah","Parker, Destiny",1
"Garlan, Geny","al-Satter, Adnaan",2
"Kuge, Justin","Cheek, Nicholas",1
"Adolpho-Rivera, Elijah","Kuge, Justin",1
"Phillips, Dakaurey","Nez, Blake",2
"el-Khatib, Asmar","el-Nawaz, Nahla",1
"Crespin, Adrian","Kanamu-Santos, Anthony",3
"Lehman, Shelby","Whitney, Jordan",2
"Whitney, Jordan","Cheek, Nicholas",4
"Whitney, Jordan","Blackmore, Aaron",1
"Goerner, Rodney","Hairston, Dante",1
"Hairston, Dante","Harding, Alana",1
"Morgan, Lacey","al-Javid, Ghassaan",2
"Scott, Ruth","Gallegos Rodriguez, Mayra",1
"Mace, Shailyn","Moua, Kiara",1
"el-Hai, Aqeela","Granados Ordonez, Jovani",1
"Granados Ordonez, Jovani","Yu, Steffany",1
"Locquiao-Rima, Crystal","Vasilakis, Kyle",2
"Johnson, Kyja","Azim, Garrett",3
"al-Javid, Ghassaan","Tan, Savana",1
"Johnson, Kyja","al-Javid, Ghassaan",1
"Puentes Reyes, David","Mullen III, Alissa",1
"Puentes Reyes, David","Taylor, Joseph",1
"Cable, Renae","Prejean, Eugene",1
"Howard, Isaac","Granados Garcia, Darwyn",2
"Torres, Victoria","Sharr, Tanner",1
"Carabajal III, Alisha","Martinez, Samara",1
"Debase, Wesley","Davis, Tyler",1
"Garcia, Benjamin","Wong, Eri",3
"Garcia, Benjamin","Yazzie, Asashia",6
"Sharr, Tanner","Drewno, Young",1
"el-Amer, Irfaan","Yuen, Veronica",1
"Mcneely, Andrea","Erdenechimeg, Angela",1
"Borovskikh, Kyle","Her, Jonathan",1
"Medina, Anthony","Granados Ordonez, Jovani",2
"Granados Ordonez, Jovani","Anderson, Dai Ja",1
"Anderson, Dai Ja","Martin, Abrielle",2
"Baker, Andrea","Anderson, Dai Ja",2
"Neufeld, Devyn","Anderson, Dai Ja",1
"Medina, Anthony","Neufeld, Devyn",3
"Medina, Anthony","Martin, Abrielle",3
"Sheldon, Audrey","Granados Ordonez, Jovani",2
"Sheldon, Audrey","Martin, Abrielle",1
"el-Omar, Zaaid","Martin, Abrielle",1
"Benally, Clint","Fujinami, Alex",1
"Rimmey, Mercedes","Doyle, Kedrick",1
"Parra, Emanuel","Rimmey, Mercedes",1
"Doyle, Kedrick","Shuttleworth, Terrence",1
"Walston, Montsho","Shuttleworth, Terrence",1
"el-Aydin, Arhab","Walston, Montsho",1
"Collom, Ryan","Butler Nash, Ijhanea",3
"Mai, Jason","Moin, Vincent",9
"Brase, Bailie","Macfarlane, Benjamin",1
"Brase, Bailie","Large, Alberto",1
"al-Ghani, Razeen","Large, Alberto",1
"Gamboa, Destiny","Martinez, Alize",1
"Garrett, Briana","Sayavong, Mariel",1
"al-Akel, Husniyya","Nguyen, Kuan-Hsuen",1
"Lee, Mitchell","Cournoyer, Dominique",2
"Jordan, Nicholas","Cournoyer, Dominique",1
"Borovskikh, Kyle","Ward, Deven",1
"Borovskikh, Kyle","Smith, Justin",1
"al-Meer, Kabeera","Roberts, Tyler",1
"al-Fahmy, Aabid","Otis, Clara",5
"Herrera, Marissa","Otis, Clara",1
"Scott, Ruth","Chavarria, Angela",2
"Zolnir-Groshong, Garrett","Bell, Jessica",1
"Bell, Jessica","Berger, Alexandria",2
"Schott, Darik","George, Rachel",1
"Oakes, Aaron","Mckenzie, Darian",2
"Weeks, Madison","Mckenzie, Mario",1
"Bajwa, Marina-Ashley","Li, Don",2
"Harden, Meghan","Parker, Brittany",1
"Rodriguez-Gomez, Courtney","Kailasam, Daniel",3
"Fischer, Tarron","Tritsch, Heather",1
"Fischer, Tarron","Bui, Vidya",1
"al-Rehman, Fikra","Mansaray, Rachel",2
"Vigil, Arianna","Yanez Luna, Jose",2
"Yanez Luna, Jose","Deuschle, Stephen",1
"Byrd, Luis","Yanez Luna, Jose",2
"Hairston, Dante","Tritsch, Heather",1
"Booker, Aujanair","Hairston, Dante",1
"Anders, Joseph","Hunt, Austin",2
"Sheldon, Audrey","Mai, Jason",2
"Sweeney, Eric","el-Ramin, Rifqa",2
"Sweeney, Eric","Xiong, Brandon",1
"Sweeney, Eric","Borovskikh, Kyle",3
"el-Ramin, Rifqa","Borovskikh, Kyle",1
"Smith, Thanh","Jefferson, Christopher",1
"al-Latif, Shukri","Hamm, Danae",2
"Padilla, Oscar","Gonzalez, Dylan",3
"Padilla, Oscar","Han, Tommy",3
"Meador, Rosemary","al-Majid, Mubeena",3
"Johns, Mesel","al-Majid, Mubeena",1
"Hobbs, Torrey","Krantz, William",2
"Roberts, Devante","Krantz, William",3
"Roberts, Devante","Murillo, Joshua",1
"Hobbs, Torrey","Murillo, Joshua",1
"Curtis, Kijuan","Leiva, Jessica",1
"Cordova, Decia","Debase, Wesley",1
"Edwards, Terrance","Cheek, Nicholas",2
"Fischer, Cyndi","Skaggs, Gage",1
"Edmondson, Allison","Fischer, Cyndi",1
"Ortiz, Jesse","Terrazas Gonzales, Dania",1
"Morgan, Lacey","Abeyta, Gary",1
"al-Idris, Saeed","Large, Alberto",2
"Large, Alberto","Jacquez, Morgan",1
"Lenard, Fabian","Thao, Trevor",1
"Jones, Morris","Rustemeyer, Charneissha",1
"Andrew, Thien","Rustemeyer, Charneissha",2
"Andrew, Thien","Ramos, Brianna",2
"Jones, Morris","Ramos, Brianna",1
"Nelson, Sami","Yanez-Salinas, Johatam",2
"Ferrelli, Nicholas","Le, Emily",1
"Mckenzie, Dominique","Taylor, Joseph",3
"Torres, Jaime","Jacobs, Javier",2
"Chaplinskiy, Liam","Jacobs, Javier",1
"Andrew, Thien","Sotelo, Vincent",1
"Andrew, Thien","Haasis, Garrett",1
"Chaplinskiy, Liam","Andrew, Thien",1
"Bell, Jessica","Haasis, Garrett",1
"Conner, Jose","Ahuna, Ashish",1
"Weaver, Tina","Ho, Maureen",2
"Garcia, Benjamin","Zhang, Andy",2
"Lynch, Chadwick","al-Zaher, Badraan",7
"Farris, Micah","Sharr, Tanner",2
"Parker, Brittany","el-Tamer, Rajab",1
"Wampler, Nathaniel","Stevens, Hunter",3
"Nunez, Veronica","Stevens, Hunter",3
"el-Saab, Mubaaraka","Lopez, Ashley",1
"el-Baccus, Tahaani","Lopez, Ashley",2
"Ngo, Christian","Lopez, Ashley",1
"el-Baccus, Tahaani","el-Saab, Mubaaraka",2
"Aranda, Ilse","Middlestadt, Justus",2
"el-Kamali, Nakheel","al-Majid, Mumtaaza",1
"al-Latif, Shukri","el-Khatib, Asmar",1
"Jones, Joseph","Vargo, Alexandria",1
"Toy, Rachael","Jones, Joseph",2
"Parker, Brittany","Cox, Michael",1
"Urquijo, Yecenia","Sheldon, Audrey",8
"Bille, Ashley","Banks, Jordan",3
"Maes, Mariah","Yuen, Veronica",1
"Yuen, Veronica","Mccoy, Asia",2
"el-Ghattas, Saabir","Maes, Mariah",1
"el-Ghattas, Saabir","Yuen, Veronica",1
"el-Baccus, Tahaani","Apodaca, Santee",1
"al-Mostafa, Jeelaan","Alexander, Keyanna",1
"al-Hashemi, Muthanna","Bird, Brooke",6
"Rel, Sadyan","Walker, Joseph",1
"Garrett, Briana","Walker, Joseph",1
"Rentie, Davidray","Garrett, Briana",2
"Dalton, Elisha","al-Mian, Sumayya",2
"Lial, John","Patchett, Karlena",1
"Pohlen, Connor","el-Mir, Taamir",7
"al-Siddique, Waail","el-Salman, Ramza",1
"Mace, Shailyn","Miller, Aryn",1
"Vasquez, Melisa","Buchholz, Erin",5
"Vasquez, Melisa","Lenard, Fabian",3
"Vasquez, Melisa","Flores, Victoria",2
"Vasquez, Melisa","el-Laham, Yahya",1
"Slone, James","Cole, Alundra",5
"Barnes, Casey","Villarreal, Destine",3
"Zolnir-Groshong, Garrett","Slone, James",3
"Zolnir-Groshong, Garrett","el-Akram, Shaheed",2
"Villarreal, Destine","Cole, Alundra",3
"Starcher, Kelsey","Long, Cody",2
"al-Mansur, Mutammam","Starcher, Kelsey",1
"Bhatt, Savannah","Fisher, Ibashi",1
"Slowman, Ian","Bhatt, Savannah",1
"Yanez-Salinas, Johatam","Anderson, Brandon",1
"Bille, Ashley","Rodriguez-Gomez, Courtney",1
"Guo, Holden","Fischer, Cyndi",3
"Jefferson, Christopher","Trejo Bucio, Maria",2
"Jefferson, Christopher","Meador, Rosemary",3
"Jefferson, Christopher","Nelson, Brandon",3
"Medina, Idalys","Cassares, Andrea",2
"al-Asad, Samir","Sayavong, Mariel",1
"Brunson, Go","Miranda, Avrie",2
"Rodriguez-Gomez, Courtney","al-Mostafa, Jeelaan",3
"Medina, Sergio","Berhe, Micah",3
"Sanchez, Luis","Berhe, Micah",2
"Lo, Christine","Sanchez, Luis",1
"Lo, Christine","al-Eid, Faalih",8
"Union, Quinton","al-Fahmy, Aabid",2
"Leiva, Jessica","Jacobs, Javier",6
"Cheek, Nicholas","Flores, Victoria",3
"el-Zakaria, Izzaddeen","Seidel, Ian",5
"Mace, Shailyn","Wong, Eri",7
"Vargas, Zachery","Jones, Joseph",3
"Sheldon, Audrey","Jones, Joseph",3
"Sheldon, Audrey","Oakes, Aaron",2
"Scott, Ruth","Jacobs, Javier",1
"Vaughn, Christopher","Yanez Luna, Jose",1
"al-Abdul, Adham","Jimenez, Clifford",6
"Hicks, Danielle","Young, Deiondre",3
"Molina, Anthony","Joyce, Matthew",4
"Moquino, Delray","al-Majid, Mubeena",1
"Molina, Anthony","Moquino, Delray",1
"Fenton, Kyle","Crowder, Tevis",3
"Riggins, Anngeleeke","Oul, Hannah",4
"Riggins, Anngeleeke","Ramos, Brianna",5
"Ramos, Brianna","Oul, Hannah",1
"Laner, Leonard","Rubio, Talon",3
"Angelo, Kaci","Remillard, Jeremy",2
"Fyfe, Kendra","Larrea, Jacqueline",1
"Montour, Mark","Jimenez, Clifford",1
"al-Mohamed, Ghazaala","Miranda, Avrie",4
"Wampler, Nathaniel","Paredes, Antonio",1
"Wampler, Nathaniel","Krainock, Laura",1
"al-Raad, Hamna","Helmbrecht, Kaylee",3
"al-Sharifi, Sakeen","Lopez, Ashley",1
"el-Shaheed, Zahra","Dunigan, Justin",1
"Fierro, Emilio","el-Emami, Azzaam",1
"Jones, Joseph","el-Mir, Taamir",2
"Vo, Kayla","el-Hamdan, Saabiq",1
"Vo, Kayla","Mcknight, Jonathan",3
"Padilla, Justin","Edmondson, Allison",3
"al-Halaby, Kameel","Parker, Brittany",1
"Brunson, Go","Allison, Kevin",1
"Brunson, Go","Blochinger, Jeffrey",1
"Vo, Kayla","Brunson, Go",1
"Vo, Kayla","Allison, Kevin",1
"Vo, Kayla","Blochinger, Jeffrey",2
"Vo, Kayla","Spencer, James",1
"Brunson, Go","Spencer, James",1
"al-Jamil, Mu'taz","Yanez Luna, Jose",1
"Rodriguez-Gomez, Courtney","Gracely, Talea",2
"Dalton, Elisha","Kailasam, Daniel",1
"Dalton, Elisha","Gracely, Talea",1
"Dalton, Elisha","Gonzalez, Dylan",3
"Kailasam, Daniel","Gonzalez, Dylan",2
"Neuroth, Saman","Gagnon, Daimian",10
"Padilla, Justin","Neuroth, Saman",8
"Ruddick, Tanner","el-Salame, Jeelaan",13
"Lynch, Chadwick","Ruddick, Tanner",4
"Maes, Mariah","Cournoyer, Dominique",1
"Cournoyer, Dominique","Kline, Alyssa",1
"Locquiao-Rima, Crystal","Gonzalez, Dylan",1
"Locquiao-Rima, Crystal","Buchholz, Erin",2
"al-Naqvi, Sumayya","Welch, Deanna",1
"Thomson, Noah","Robinson, Marcus",5
"Robinson, Marcus","Moquino, Delray",1
"Eltagonde, An","Tran, Stephen",1
"Eltagonde, An","al-Neman, Saamiqa",3
"Kiflom, Mikayla","el-Shah, Turki",2
"Fyfe, Kendra","Chang, Jose",1
"Lawton, Amanda","el-Ali, Labeeba",2
"Lawton, Amanda","Fyfe, Kendra",2
"al-Farag, Bassil","Lawton, Amanda",1
"al-Farag, Bassil","Irick, Michael",1
"Lawton, Amanda","Blochinger, Jeffrey",2
"Juvera, Blanca","Bear, Sarah",1
"Robinson, Marcus","Monterrosa, Kendra",1
"Prado, Trista","Martinez, Tzetzi",1
"Arou, Reanna","Hallenbeck, Munir",3
"el-Zakaria, Izzaddeen","Babcock, Katherine",1
"Rodriguez, Gabe","Deshazor, Vanessa",3
"Harden, Meghan","Deshazor, Vanessa",1
"Tang, Yusuf","Leiva, Jessica",3
"Edwards, Terrance","Blackmore, Aaron",1
"Cornelius, Brooklyn","Joyce, Matthew",2
"Kailasam, Daniel","Joyce, Matthew",1
"Cheek, Nicholas","Taylor, Joseph",2
"Cheek, Nicholas","Tiger, Alanna",1
"Nelson, Sami","Cheek, Nicholas",1
"Breakall, Ashlyn","Lawrence, Kendall",1
"Langcauon, Darlene","Chester, Clifton",1
"al-Hannan, Iyaad","Sandoval, Stephanie",3
"al-Hannan, Iyaad","Medina, Idalys",7
"Medina, Idalys","Sandoval, Stephanie",4
"Nichols, Dustin","Patchett, Karlena",1
"Nichols, Dustin","Kim, Jia",1
"Kim, Jia","Brehm, Oheo",3
"Kim, Jia","Smith, Derek",2
"Padilla, Justin","Andrew, Thien",2
"Pohlen, Connor","al-Maroun, Tuhfa",1
"Reyes Chavez, Ana","Pohlen, Connor",4
"Williams, Jesse","Natonabah, Jerod",2
"Whitlock, Alexandra","Natonabah, Jerod",1
"Whitlock, Alexandra","Krantz, William",1
"Natonabah, Jerod","Ayala, Enrique",11
"Parker, Destiny","Ayala, Enrique",3
"Castaneda Garcia, Joel","Krantz, William",1
"Parker, Destiny","Krantz, William",1
"Rodriguez-Moreno, Savannah","Her, Sweta",2
"Crockett, Scott","Her, Sweta",2
"Price, Bria","Scott, Lekesha",2
"Rodriguez-Moreno, Savannah","al-Mohammed, Abdul Lateef",1
"Crockett, Scott","al-Mohammed, Abdul Lateef",1
"al-Mohammed, Abdul Lateef","Rosso, Josie",1
"al-Kamara, Asmar","Her, Sweta",1
"al-Kamara, Asmar","Rosso, Josie",5
"Price, Bria","Rodriguez-Moreno, Savannah",1
"Her, Sweta","Rosso, Josie",3
"Price, Bria","Rosso, Josie",2
"Farley, Anissa","el-Ali, Labeeba",1
"Fox, Vincent","Bear, Sarah",1
"Holt, Gabriel","Vargas, Zachery",2
"Holt, Gabriel","Wong, Eri",2
"Holt, Gabriel","Tran, Stephen",2
"Avalaz, Armandell","Vargas, Zachery",2
"Tran, Stephen","Wong, Eri",7
"Avalaz, Armandell","Wong, Eri",10
"Avalaz, Armandell","Tran, Stephen",6
"al-Ghani, Razeen","Wong, Eri",1
"al-Ghani, Razeen","Avalaz, Armandell",1
"Lee, Anderson","Fischer, Shane",2
"Moua, Kiara","Buchholz, Erin",2
"al-Shams, Daamir","Buchholz, Erin",3
"Buchholz, Erin","el-Younis, Ihaab",2
"Pakpahan, Andrew","Ogsbury-Jones, Dakota",2
"al-Mostafa, Jeelaan","Pallan, Christine",4
"Villalobos, Angelo","Gerry, Carley",3
"al-Masood, Abdul Haadi","Lopez, Ashley",1
"Garza, Sharon","Johnson, Lilly",2
"al-Eid, Faalih","Kim, Cory",1
"Goerner, Rodney","al-Eid, Faalih",1
"Kovacs, Aaron","Box, Dean",3
"Lee, Tiffany","Box, Dean",4
"al-Idris, Saeed","Box, Dean",2
"Box, Dean","Smith, Justin",4
"Valenzuela-Reynosa, Taina","Box, Dean",4
"Lee, Tiffany","Kovacs, Aaron",2
"al-Idris, Saeed","Lee, Tiffany",2
"Lee, Tiffany","Quintana, Andre",7
"Lee, Tiffany","Smith, Justin",2
"al-Idris, Saeed","Quintana, Andre",2
"Valenzuela-Reynosa, Taina","Lee, Tiffany",2
"Valenzuela-Reynosa, Taina","Quintana, Andre",2
"Williams, Jesse","Guerra, Brandon",1
"Mukes, Marcus","Hamm, Danae",6
"el-Masri, Rifqa","Mukes, Marcus",2
"Williams, Shikoni","Kailasam, Daniel",2
"Kailasam, Daniel","el-Vaziri, Raadiya",1
"Parker, Brittany","Reynolds, Cindy",9
"Harden, Meghan","Whitlock, Alexandra",1
"el-Sami, Noora","Neal, Samba",2
"Neal, Samba","Iritani, The",1
"al-Naqvi, Sumayya","Rimmey, Mercedes",2
"al-Ansari, Sumayya","Trammell, Deandre",2
"Schuebel, Nicole","al-Ansari, Sumayya",2
"Vo, Collin","al-Ansari, Sumayya",1
"Toy, Rachael","al-Ansari, Sumayya",1
"Trejo Bucio, Maria","Toy, Rachael",1
"Trejo Bucio, Maria","Rodriguez, Jay",2
"Trejo Bucio, Maria","al-Ansari, Sumayya",1
"Trejo Bucio, Maria","Vo, Collin",1
"Trejo Bucio, Maria","Schuebel, Nicole",1
"Heller, Joshua","el-Vaziri, Raadiya",15
"Taylor, Joseph","Jones, Joseph",1
"Doyle, Kedrick","Zhang, Andy",1
"Locquiao-Rima, Crystal","Robinson, Maritza",1
"Cornelius, Brooklyn","Bao, Sheldon",2
"Ramos, Brianna","Hughes, Frederico",3
"Carrillo Renteria, Alanna","Salazar, Sabrina",6
"Hughes, Prentiss","Tran, Allison",2
"el-Karam, Arwa","Martin, Lauren",1
"el-Karam, Arwa","Quach, Troy",1
"Richardson, Abdullahi","Gagnon, Daimian",1
"el-Aydin, Arhab","Avalaz, Armandell",1
"Richardson, Abdullahi","Avalaz, Armandell",1
"Joy, Destinee","Avalaz, Armandell",2
"Norton, Dylan","Gould, Bryana",3
"Bille, Ashley","Welch, Deanna",4
"Reed, Samuel","Calvin, Summer",1
"Gagnon, Daimian","al-Mannan, Sakeena",1
"Avalaz, Armandell","al-Mannan, Sakeena",2
"Castanon-Banuelos, Breanna","Xiong, Brandon",1
"Xiong, Brandon","el-Salman, Ramza",1
"Tan, Savana","Mitchell, Ekene",1
"Wilson, Olivia","Mitchell, Ekene",1
"Leung, Remy","Mitchell, Ekene",1
"el-Aydin, Arhab","Jensen, Nhuong-Sao",2
"Bhatt, Savannah","Jensen, Nhuong-Sao",1
"el-Aydin, Arhab","Bhatt, Savannah",1
"Nez, Blake","al-Haidar, Salmaan",2
"Nez, Blake","Sun, Mikayla",10
"Nez, Blake","el-Yacoub, Fat'hiyaa",1
"Jacquez, Morgan","Crocker, Christopher",8
"Gonzales, Fabian","Solat, Amber",1
"el-Wakim, Khaalid","Gonzales, Fabian",1
"al-Idris, Saeed","Casarez, Arnulfo",1
"Cardoza, Taylor","Saunders, Tyler",1
"el-Sami, Noora","Fischer, Cyndi",1
"al-Halaby, Kameel","Todd, Ashleigh",1
"al-Halaby, Kameel","Garcia, Benjamin",1
"Flores, Victoria","Woods, Dillon",1
"el-Farha, Nadeem","Whittern, Jeffrey",1
"Vialpando, Aliceia","Large, Noah",3
"Vialpando, Aliceia","Janicek, Stefanie",2
"al-Yousuf, Fawz","Sun, Mikayla",2
"Hammons, Malcolm","York, Aliyah",1
"el-Laham, Yahya","Sharr, Tanner",2
"el-Jafri, Mahaa","el-Salman, Ramza",1
"Castanon-Banuelos, Breanna","el-Jafri, Mahaa",1
"Robertson, Patrick","el-Jafri, Mahaa",1
"Morgan, Lacey","Burroughs-Chock, James",1
"al-Hannan, Iyaad","Hinton II, Damiane",1
"Weber, Stephen","el-Shafi, Layaali",1
"Grob, Rosa","Blanton, Allan",2
