from,to,n_times
"Hampton, Yeng","Barela, Jamie Lee",4
"Mendez-Soto, Jared","Son, Xia",3
"Woody, Angela","Turner, Tah'Kalah",1
"Morris, Mattiea","Butcher, Kolten",2
"Herndon, Lawrence","Moreno, Daniel",2
"Moreno, Daniel","Marquez, Tosha",1
"Brickens, Olivia","al-Aboud, Radiyya",1
"Schlegel, Lindsey","Minter, Yekalo",2
"Lee, Sam","Silverston, Michaela",1
"Wilson, Monique","Silverston, Michaela",2
"Dubus, Xavier","el-Abed, Hissa",1
"Jun, Jacklyne","Fearce, Mario",2
"Estrada, Alexandrea","Yoshimura, Rachael",1
"Rudebusch, Nathan","Ngu, Andrew",1
"Mckune, Austin","Tran, Sharon",2
"al-Ghazi, Mawzoona","Rocha, Elijah",1
"el-Momin, Shaakir","Ramirez Banuelos, Bianca",1
"Pham, Kanya","Martin, Jared",2
"Shah, Nikki","Casias, Anastasia",1
"Kennedy, Manulagaeu","Casias, Anastasia",2
"Gutierrez, Jay","Eastman, Brianna",2
"Walker, Michael","Eastman, Brianna",2
"Gutierrez, Jay","Walker, Michael",1
"Craig, Ladon","Vital, Salvador",1
"Shah, Nikki","Gutierrez, Jay",3
"Khatri, Jasmine","Kim, Joseph",2
"Smith, Chance","Hernandez-Mungia, Edgar",2
"Hernandez-Mungia, Edgar","Bundy, Christoffer",2
"al-Minhas, Hamna","Domingo, Chuan-Kun",1
"Rosser, Jay","Macneal, Dallas",1
"Natonabah, Amber","Macneal, Dallas",2
"Macneal, Dallas","Smith, Jensen",1
"Boll, Jeffery","Macneal, Dallas",1
"Saddler, Mark","Salazar, Kanani",10
"Tucker, Courtney","Leon, David",2
"Tucker, Courtney","Drozdowski, Richard",5
"Tucker, Courtney","Jensen, Angelo",4
"Harkay, Benjamin","Huitt, Uriah",2
"Huitt, Uriah","Rodgers, Claire",2
"Snowhawk, Brandon","Sinaloa, Eli",1
"Lor, Janice","al-Shaheed, Haala",1
"Jones Jr, Lauren","al-Shafi, Noora",1
"Aguilera, Xavier","Wall, Kayla",1
"al-Meer, Jaadallah","Wall, Kayla",1
"Deleon, Brianna","Rocha, Elijah",1
"Lewis, Sydney","Rocha, Elijah",1
"Mathis, Rondora","Booker, Gregory",1
"Durham, Adam","Mathis, Rondora",1
"Jenkins, Bradley","Flores Benitez, Teresa",1
"Benitez-Reyes, Christopher","Flores Benitez, Teresa",1
"Dalke, Emily","Basquez, Alicia",1
"Sandoval, Ruben","al-Bahri, Abdul Ghafoor",2
"Hodges, Lamont","Goens, Jurnee",1
"Espinosa Ramirez, Jesus","Hodges, Lamont",1
"Goens, Jurnee","Griego, Jadon",1
"al-Bahri, Abdul Ghafoor","al-Mitri, Safwa",2
"Russell, Ciara","Merrow, Kassandra",1
"Sims, Alexandrea","Lewis, Sydney",1
"Verde, Thalia","Ueji, Tobby",2
"Blackwater, Jeremy","Kelly, Adedotun",1
"al-Darwish, Awaatif","Strasburger, Andrea",1
"West, Joseph","Barela, Jackie",1
"Russell, Ciara","Kim, Asa",1
"Rivera, Jakob","Galvan, Luis",3
"el-Kabir, Aarifa","Stebbins, Adel",4
"Martinez, Kelsey","Stebbins, Adel",1
"Montoya, Emma","Sutliff, Austin",1
"al-Kazi, Tahiyya","Salazar, Kanani",2
"Sloan, Taylor","Her, Avery",1
"Sloan, Taylor","Lewis, Andrew",1
"Lewis, Andrew","el-Abed, Hissa",1
"el-Jama, Hafsa","Hernandez, Gabriela",2
"Ngu, Andrew","Hernandez, Gabriela",1
"Ngu, Andrew","Campana, Elizabeth",1
"el-Abood, Hissa","Hernandez, Gabriela",1
"Campana, Elizabeth","Hernandez, Gabriela",1
"Qiu, Justin","Nordby, Christian",5
"al-Rauf, Unais","Son, Xia",1
"Alger, Kincaid","Jenkins, Bradley",2
"Sloan, Taylor","Soto, Dashae",1
"el-Farah, Lutfi","Soto, Dashae",1
"Soto, Dashae","Ainsworth, Danni",1
"Parker, Alyssa","Wang, Guang",1
"Rudebusch, Nathan","Houston, Gladys",1
"Hodges, Lamont","Mckay, Samuel",2
"al-Kazi, Tahiyya","Eastman, Brianna",1
"Vannice, Jeremiah","Eastman, Brianna",1
"Gall, Julie","Cummings, Denise",2
"Gall, Julie","Hubbard, Philip",1
"Pak, Lauryn","Hubbard, Philip",1
"Hoover, Brian","Hubbard, Philip",1
"Jones, Connor","el-Abdella, Kaarim",1
"el-Ayoub, Abyad","Goens, Jurnee",1
"Sims, Alexandrea","Grainda, Kaylina",2
"Sims, Alexandrea","Woldu, Keiarah",1
"Divecchia, Kimberly","Gonzalez, Francisco",1
"Birkhead, Ji Young","Elam, Kiah",1
"Rosales, Mattaio","Leist, Brooke",1
"Leshchinskaya, Justina","al-Vaziri, Rayyaan",2
"Chang, Julian","al-Vaziri, Rayyaan",1
"Palma, Carmen","al-Vaziri, Rayyaan",2
"Allison, Garrett","Burd, Aiko",1
"Munnerlyn, Jacqulynn","Burd, Aiko",1
"al-Obeid, Zulfa","Eang, Joshua",4
"Eang, Joshua","Valdez, Angel",1
"Eang, Joshua","Barela, Jamie Lee",1
"el-Anwar, Naseera","Archuleta, Benjamin",4
"Hoang, Cameron","Kim, Alimansar",15
"al-Zakaria, Waseema","Jackson, Imani",1
"al-Dada, Saahira","al-Zakaria, Waseema",3
"al-Dada, Saahira","el-Qazi, Hanoona",1
"Batt, Audrey","Khuu, Mehal",1
"el-Rashed, Yusri","Batt, Audrey",1
"Batt, Audrey","Birkhead, Ji Young",1
"Lor, Janice","Archuleta, Teresa",1
"Sun, Mimi","Larson, Jordan",2
"Apodaca-Anaya, Quintina","Gibbs, De Ja",8
"Basinger, Andrew","Jones Jr, Lauren",3
"Basinger, Andrew","Mcdowell, Nicole",1
"Brown, Mollie","Walton, Airel",2
"Gonzalez Lopez, Jessie","Strasburger, Andrea",1
"Gonzalez, David","Strasburger, Andrea",1
"Dalke, Emily","Strasburger, Andrea",1
"Frazier, Jeanerette","Strasburger, Andrea",1
"Hill, Alyssa","Phillips, Austin",3
"Montoya, Teshia","Jacket, Brianna",1
"Pham, Anh","Porter, Jade",1
"Naple, Michael","al-Nasrallah, Sulaimaan",1
"Webb, Erron","Sater, Aaneer",1
"Hill, Alyssa","Sater, Aaneer",1
"al-Farhat, Kinaana","Bustos, Tony",1
"Woldu, Keiarah","Bustos, Tony",1
"Garrison, Brandon","Bustos, Tony",1
"al-Farhat, Kinaana","Garrison, Brandon",2
"Bass, Matias","Colohan, Garrett",1
"Kang, Mreenal","Hill, Jasmine",1
"Thamert, Denver","Kang, Mreenal",2
"Burdick, Tysza","Shelton, Tanner",3
"Shelton, Tanner","Russell, Aaron",1
"Amelkin, Lucas","Russell, Aaron",1
"Yang, Dominic","el-Momin, Shaakir",1
"Amelkin, Lucas","Divecchia, Kimberly",1
"Divecchia, Kimberly","Swedell, Cassandra",2
"Belmont, Alex","Divecchia, Kimberly",2
"Belmont, Alex","Swedell, Cassandra",1
"el-Radwan, Hanaaa","Kleinkopf, Shadae Lisette",1
"al-Ishmael, Radwa","Matuszak, Sarah",3
"al-Darwish, Awaatif","Jojola, Summer",1
"Dalke, Emily","Slofkiss, Riley",1
"Martinez, Shania","Kuge, Batoul",1
"al-Chahine, Raabiya","Jones, Cade",4
"el-Siddique, Shahaama","Jones, Cade",5
"Holmes, Cameron","Dureja, Regina",21
"Rhinehart, Eve","el-Mansour, Badri",1
"Rhinehart, Eve","al-Karam, Faaiq",1
"Alvarez-Martinon, Jesenia","Basquez, Alicia",1
"Hoang, Alexander","Nguyen, Hanna",1
"Her, Avery","Lundberg, Stephanie",1
"Sanders, Christina","English, Jazmine",3
"Sisneros, Jacob","Flores Benitez, Teresa",1
"Chavez, Dahlia","Sutliff, Austin",1
"Bennett, Jared","Sutliff, Austin",1
"Flores-Caballero, Branden","Williams, Dante",2
"Hall, Tracee","Williams, Dante",2
"Gonzales, Jessica","Jones, Cade",2
"Cordova, Henry","Tunnell, Alexah",1
"Hall, Sharice","Saddler, Mark",3
"Baldassare, Brianna","Phillips, Austin",1
"Nguyen, Steven","Chism, Tanisha",2
"Dye, Taylor","Nordby, Christian",1
"Blackbear, Naomi","Nordby, Christian",1
"Gutierrez, Jonathan","Blackbear, Naomi",1
"Gutierrez, Jonathan","Dye, Taylor",1
"Woody, Angela","Martinez, Nicole",1
"Simmons, Quincy","Ortiz, Joshua",1
"Fearce, Mario","Ortiz, Joshua",2
"Puga-Garcia, Jorge","Dolson, Michael",1
"Doolittle, Annie","Jackson, Imani",1
"Jackson, Imani","Dutchie, Rowtinya",1
"Kaufman, Cody","Jackson, Imani",1
"Fransua, Meghan","Dutchie, Rowtinya",1
"Fransua, Meghan","Jackson, Imani",2
"Mckune, Austin","Fransua, Meghan",1
"Porter, Jade","Dutchie, Rowtinya",1
"Jackson, Imani","Porter, Jade",1
"Mckune, Austin","Porter, Jade",1
"Mckune, Austin","Dutchie, Rowtinya",1
"Mckune, Austin","Jackson, Imani",1
"el-Anwar, Naseera","Katamaneni, Emily",1
"Khuu, Mehal","al-Hallal, Haani",1
"Mcdowell, Nicole","Russell, Aaron",1
"Rivera, Thomas","Russell, Aaron",1
"Macneal, Dallas","al-Nasrallah, Sulaimaan",4
"Lanza, Glen","Tovar-Loaiza, Esteidi",3
"al-Neman, Baasim","Smith, Jensen",3
"Rudebusch, Nathan","Wong, Irena",1
"Rudebusch, Nathan","Carrillo, Soledad",1
"Mclaughlin, Matthew","Sanchez, Antonio",1
"al-Kazi, Tahiyya","Begay, Nathaniel",1
"Felden, Kyle","Dehn, Deion",1
"Mameda, Bristi","Munnerlyn, Jacqulynn",1
"Perlas, Robert","Claypool, Jordan",1
"al-Mustafa, Aatif","Naple, Michael",2
"al-Mustafa, Aatif","Kaufman, Cody",2
"Lopez, Julia","Flores Benitez, Teresa",1
"Yazzie, Jakob","el-Fahs, Uthmaa N",1
"Yazzie, Jakob","Booker, Gregory",1
"Smith, Amanda","Tran, Alexandra",3
"Kalma, Tess","Khatri, Jasmine",2
"Lynn, Angelo","Weston, Kyle",1
"Lynn, Angelo","el-Hussain, Saalih",1
"el-Hussain, Raaniya","Lynn, Angelo",1
"Basinger, Andrew","Sutliff, Austin",2
"Venn, Marissa","Santiago, Hana",2
"Santiago, Hana","Berg, Shauntino",1
"Venn, Marissa","Sanchez, Antonio",1
"el-Kaber, Wajeeha","al-Nasrallah, Sulaimaan",1
"al-Akbari, Fawzaana","Taylor, Cochise",5
"al-Akbari, Fawzaana","Hurst, Katelyn",2
"al-Akbari, Fawzaana","Hunt, Alexandrea",1
"Emert, Taylor","Alger, Kincaid",1
"Alger, Kincaid","Bell, Travon",1
"Casias, Anastasia","Bell, Travon",1
"Stone, Ravindra","Lewis, Saygbechee",2
"Nunez, Erick","Lewis, Saygbechee",2
"Nunez, Erick","Monroy, Mayra",2
"Stone, Ravindra","Monroy, Mayra",2
"al-Younis, Zaghlool","al-Odeh, Ayyoob",1
"Loughridge, Jesse","el-Shehata, Ameer",2
"Loughridge, Jesse","Currington, Alexis",2
"el-Anwar, Naseera","Kelly, Adedotun",2
"el-Hanif, Shafee'a","Bivins, Shapprrea",1
"el-Ayoub, Abyad","Mccabe, Robert",1
"Petersen, Megan","Coffman, Martin",1
"Tran, Johnny","Eastman, Brianna",1
"Hampton, Yeng","Eastman, Brianna",1
"Quezada, John","el-Ashraf, Humaira",1
"Rivera, Souvany","el-Ashraf, Humaira",4
"Rivera, Souvany","Coffman, Kenaya",1
"Curtis, Charles","al-Hallal, Haani",2
"Zubia, Diego","al-Hallal, Haani",1
"Perske, Harley","al-Hallal, Haani",1
"Romero, April","al-Hallal, Haani",1
"Curtis, Charles","Zubia, Diego",1
"Jordan, Shauntaul","Drozdowski, Richard",1
"Gonzalez, David","Drozdowski, Richard",1
"Drozdowski, Richard","Drury-Parlett, Alex",1
"al-Khalaf, Wajeeh","Kijprachakorn, Weslie",1
"Dye, Taylor","Garnier, Leroy",2
"al-Obeid, Zulfa","Larry, Sirdushene",1
"Gall, Julie","Gibbs, De Ja",2
"Gall, Julie","el-Turay, Lutfiyya",1
"Humrich, Zeriah","Cly, Shawn",1
"Jenkins, Bradley","Cly, Shawn",1
"Tran, Johnny","Benitez-Reyes, Christopher",1
"Tran, Johnny","Lacy, Justin",1
"Alvarez-Martinon, Jesenia","Tucker, Courtney",2
"Tucker, Courtney","Matuszak, Sarah",2
"Tucker, Courtney","Jackson, Robert",2
"Massey, Tyler","Alvarez-Martinon, Jesenia",2
"Massey, Tyler","Matuszak, Sarah",2
"Massey, Tyler","Jackson, Robert",2
"Alvarez-Martinon, Jesenia","el-Bangura, Taqiyya",2
"el-Bangura, Taqiyya","Matuszak, Sarah",2
"el-Bangura, Taqiyya","Jackson, Robert",2
"Andres, Mark","Massey, Tyler",1
"Dubus, Xavier","Evans, Nahom",9
"Dubus, Xavier","Bass, Matias",1
"Thurby, Aaron","Sanchez, Antonio",1
"Sanchez, Llanely","Jenkins, Mauriel",6
"Lewis, Sydney","Lapaz, Tazz",1
"Romero, Maria","Sun, Mimi",1
"Roseveare, Isaac","al-Younis, Zaghlool",1
"Roseveare, Isaac","al-Baig, Shahaada",1
"Batt, Audrey","Nobraid, Shawn",1
"al-Hamad, Tufail","Batt, Audrey",1
"Nobraid, Shawn","el-Kaber, Naaila",1
"Emert, Taylor","Batt, Audrey",1
"el-Koroma, Nabeela","Nowalk Jr, Alicia",1
"Anderson, Eva","al-Meer, Jaadallah",2
"el-Minhas, Nabeela","Garcia, Shaana",2
"Pham, Anh","Vannavong, Lara",1
"Rivera, Souvany","Goens, Jurnee",2
"Dobbs, Jacob","Goens, Jurnee",1
"Langston, Tyrae","Caruso, Kayla",1
"Colohan, Garrett","el-Anwar, Naseera",1
"Truitt, Jason","Bishop, Dominique",1
"Gilbert, Chandel","al-Shah, Sahla",6
"Gilbert, Chandel","Griffin, Ian",3
"al-Can, Mansoor","el-Turay, Lutfiyya",1
"Lee, Linda","el-Turay, Lutfiyya",1
"al-Shahidi, Muneera","el-Turay, Lutfiyya",1
"Banuelos, Adriana","Yang, Max",2
"al-Mustafa, Aatif","Siriwalothakul, Andrew",2
"al-Younis, Zaghlool","Okita, Mark",2
"Adams, Mariah","Kuge, Batoul",1
"Kennedy, Manulagaeu","Flores, Jesus",1
"Blanco, Ace","Bundy, Christoffer",5
"Burdick, Tysza","Vasquez, Kelly",1
"Vasquez, Kelly","Plane, Devin",1
"al-Dada, Saahira","Larry, Sirdushene",1
"Bishop, Dominique","Larry, Sirdushene",1
"Tsegay, Brandon","Hartman, Niki",1
"Tran, Sharon","el-Anwar, Naseera",3
"Dow Babycos, Sabrina","Tran, Sharon",1
"al-Omer, Faadi","al-Farid, Haashid",2
"Quinnie, Edward","Vien, Hunter",1
"al-Karam, Faaiq","Vien, Hunter",1
"Carson, Rhiannon","Halverson, Mckenzie",2
"Nettles, Jessica","Rosales, Mattaio",1
"al-Matar, Ariyya","Caples, Luke",1
"Caples, Luke","al-Ashraf, Daleel",1
"Jordan, Shauntaul","Cox, Josiah",1
"al-Minhas, Hamna","Rodgers, Claire",2
"Olson, Christie","Coakley, Jared",1
"Garcia, Taylor","Kane, Timothy",1
"Kim, Asa","Ortiz, Anastacia",1
"Long, Destiny","Nunez, Erick",2
"Tyler, Asia","Garcia, Austin",1
"Tyler, Asia","Buckner, Destinee",1
"Tyler, Asia","al-Massoud, Aasim",1
"Sampson, Nicholas","Martinez, Kelsey",1
"Monroy, Mayra","Kauffmann, Dustin",1
"Monroy, Mayra","Parsons, Zoe",1
"Lopez, Julia","Madrid, Alberto",1
"Blackman, Raven","Nguyen, Michael",1
"Lingen, Will","Kennedy, Manulagaeu",1
"Lane, Marissa","Morin, Mitchell",1
"Lane, Marissa","el-Abed, Hissa",2
"Yoshimura, Rachael","Kelly, Adedotun",1
"Apodaca-Anaya, Quintina","Elam, Kiah",1
"Tyler, Asia","Basinger, Andrew",6
"Brown, Krystal","Brown, Christopher",1
"Lor, Sam","al-Zaidi, Haniyya",3
"Lor, Sam","Benitez-Reyes, Christopher",3
"Furman, Dylan","Bounds, Michealla",2
"Furman, Dylan","Barela-Sandoval, Nancy",1
"Bounds, Michealla","Barela-Sandoval, Nancy",1
"Barela-Sandoval, Nancy","Harbert, Janei",1
"Martinez, Kelsey","el-Atallah, Akram",1
"el-Farah, Lutfi","Martinez, Nicole",1
"el-Momin, Burhaan","Williams, Jared",1
"Serrano Cano, Jamecia","Leon, Jimmy",1
"Serrano Cano, Jamecia","al-Haidar, Nazmiyya",1
"Little, James","al-Masood, Razeena",1
"Little, James","Howard, Cora",1
"el-Parsa, Nawf","Lewis, Tyrale",1
"Kills In Sight, Braedon","Schlegel, Lindsey",1
"al-Dada, Saahira","Babcock, Brittany",2
"al-Dada, Saahira","Ellis, Gavin",2
"Ishizuki, Gurjot","al-Dada, Saahira",1
"Stone, Ravindra","Hysell, Evie",1
"Fay, Paige","Robinson, Brianna",2
"el-Atallah, Akram","Alferos, Liana",1
"Vasquez, Kelly","Rodriguez, Maria",1
"Iron Cloud-Gresko, Bradford","el-Mansour, Mahdi",1
"Thornton, Marcus","Jones, Cade",3
"Lenahan, Cante","Rocha, Elijah",1
"Romero, Jessica","Aguirre, Melissa",1
"Thompson, Tylor","Jackson, Imani",2
"Sewald, Jason","Rodasta, Jessica",1
"Holdridge, Quade","Romero, Jessica",2
"Nakai, Alexis","Harget, Kayla",1
"Roseveare, Isaac","Harget, Kayla",2
"Bennett, Jared","Harget, Kayla",2
"Roseveare, Isaac","Holdridge, Quade",4
"Bennett, Jared","Holdridge, Quade",1
"Bennett, Jared","Stuart, Brennan",2
"Stuart, Brennan","Holdridge, Quade",2
"Stuart, Brennan","Nakai, Alexis",1
"Xue, Wing","Lorenzo, Alessa",2
"Garcia, Austin","Strasburger, Andrea",1
"Truitt, Jason","Garcia, Austin",4
"Stevens, Dana","Garcia, Ricardo",1
"Rosser, Jay","Garcia, Ricardo",1
"Garcia, Ricardo","Kane, Timothy",1
"Pham, Kanya","Williams, Nathan",1
"Najera, Steve","al-Hallal, Haani",2
"Najera, Steve","Thornton, Marcus",1
"Salaz, Daniel","Siddiqui, Tommy",1
"Williams, Jeremy","Mergerson, Ryvon",1
"Ellis, Chantel","Fogg, Alangkrita",1
"Mansurabadi, Donovan","Gates, Rachel",1
"Mansurabadi, Donovan","al-Shahidi, Muneera",1
"Aguilera, Xavier","al-Shahidi, Muneera",1
"al-Shahidi, Muneera","al-Meer, Jaadallah",4
"Contreras, Alicia","Khatri, Jasmine",4
"Contreras, Alicia","Barcenas-Quiroz, Amanda",5
"Bass, Matias","al-Wahab, Raadiya",2
"el-Hanif, Shafee'a","el-Allee, Nizaam",1
"Bird, Stephanie","el-Hussain, Saalih",1
"Montgomery, Alicia","Layden, Robert",1
"al-Farid, Haashid","Bemnet, Boyd",1
"Durham, Adam","Bemnet, Boyd",2
"Nguyen, Michael","al-Shad, Shaqeeq",1
"Kalma, Tess","Nowalk Jr, Alicia",1
"Monroy, Mayra","Carey, April",1
"al-Hallal, Haani","Carey, April",3
"Quezada, John","Carey, April",1
"Carey, April","Nowalk Jr, Alicia",1
"Aguilera, Xavier","Sampson, Nicholas",2
"Dodson, Blake","el-Hussain, Saalih",1
"Dodson, Blake","Nguyen, Hanna",1
"Kennedy, Manulagaeu","Dodson, Blake",1
"Kennedy, Manulagaeu","el-Hussain, Saalih",1
"Kennedy, Manulagaeu","Nguyen, Hanna",2
"el-Hussain, Saalih","Nguyen, Hanna",1
"Yang, Max","Strasburger, Andrea",1
"Sewald, Jason","el-Noori, Hudhaifa",1
"Garcia, Taryn","el-Lodi, Nabeeha",1
"Williams, Jeremy","Perske, Harley",2
"Morris, Hanah","el-Mostafa, Unais",1
"Aguilera, Xavier","al-Nasr, Asmaa",1
"Sewald, Jason","Jones, Jordan",1
"Andres, Mark","Quinnie, Edward",1
"Sloan, Taylor","Weaver, Steven",1
"Sun, Mimi","el-Hafeez, Rafeeda",3
"Montoya, Zachary","Dimas, Andrea",1
"Khuu, Mehal","Kuge, Batoul",1
"Valle, Elena","al-Darwish, Ibtisaama",6
"Woody, Angela","Valle, Elena",1
"Smith, Julia","Vigil, Roman",1
"Gutierrez, Jonathan","Gonzalez Lopez, Jessie",1
"Naple, Michael","Bounds, Michealla",1
"Naple, Michael","al-Farhat, Kinaana",1
"Bui, Da Som","Naple, Michael",1
"Bounds, Michealla","Contreras, Ariana",1
"al-Farhat, Kinaana","Contreras, Ariana",1
"Bui, Da Som","Contreras, Ariana",1
"Bui, Da Som","Bounds, Michealla",4
"Katamaneni, Emily","Sutliff, Austin",1
"al-Yacoub, Kamaaluddeen","Katamaneni, Emily",1
"el-Parsa, Nawf","al-Yacoub, Kamaaluddeen",1
"el-Parsa, Nawf","Sutliff, Austin",1
"el-Parsa, Nawf","Katamaneni, Emily",2
"Woody, Caleb","Doolittle, Annie",2
"Donaldson, Armani","Yazzie, Jakob",1
"Yazzie, Jakob","Doolittle, Annie",1
"Davis, Charlotte","Barcenas-Quiroz, Amanda",2
"Thompson, Tylor","Porter, Jade",1
"Becerra, Mayra","Heller, Allan",1
"Elam, Kiah","Percell, Joshua",1
"Lewis, Anisa","Cly, Shawn",1
"Khorshid, Mark","Taylor, Christian",1
"Smith, Phoebe","el-Younes, Ameena",1
"Smith, Phoebe","al-Nasrallah, Sulaimaan",2
"Alvarez-Martinon, Heriberto","Garrett, Kayla",1
"Buehler, Brandon","Howard, Cora",1
"Vien, Hunter","Bundy, Christoffer",1
"Nobraid, Shawn","Vien, Hunter",1
"Brown, Mollie","Vien, Hunter",1
"Marquez, Tosha","el-Huq, Badri",2
"Blackman, Raven","al-Haidar, Nazmiyya",2
"Miales, Ariel","Zieres, Ryan",1
"Truitt, Jason","el-Javid, Sabaaha",1
"Ishizuki, Gurjot","Kuge, Girishkumar",4
"Valdo, Brandi","Phillips, Austin",1
"Valdo, Brandi","Contreras, Alicia",1
"Valdo, Brandi","Lack, Erin",3
"Elam, Kiah","Lack, Erin",1
"Contreras, Alicia","Jones Jr, Lauren",1
"Babcock, Brittany","el-Abed, Hissa",1
"Siriwalothakul, Andrew","el-Abed, Hissa",2
"Siriwalothakul, Andrew","Kaufman, Cody",1
"Ishizuki, Gurjot","Kaufman, Cody",1
"Ishizuki, Gurjot","Barela, Jackie",1
"Boll, Jeffery","al-Mohammad, Taaj",2
"al-Mohammad, Taaj","el-Huq, Waseema",1
"al-Can, Mansoor","al-Nasrallah, Sulaimaan",1
"el-Kabir, Aarifa","Brown, Christopher",1
"el-Kabir, Aarifa","Soto, Ghibrian",1
"Bufano, Jessica","Kumagai, Gabriel",1
"Bufano, Jessica","Soto, Ghibrian",1
"Kumagai, Gabriel","Brown, Christopher",1
"Soto, Ghibrian","Brown, Christopher",1
"Qiu, Justin","Cambigue, Keegan",2
"Basquez, Alicia","Mills, Janice",2
"al-Tariq, Ulyaa","al-Dawood, Shawqi",1
"Chanthavongsa, Emily","Alvarez-Martinon, Jesenia",1
"Simmons, Quincy","Alvarez-Martinon, Jesenia",1
"el-Begum, Haaniya","Wang, Guang",1
"Gutierrez, Nancy","Merrow, Kassandra",2
"Chapman, Khanh","Merrow, Kassandra",1
"Davis, Charlotte","Gutierrez, Nancy",2
"Alger, Kincaid","Reed, Kiana",1
"Pham, Kanya","Bell, Travon",1
"al-Mustafa, Aatif","Dubus, Xavier",2
"Chang, Julian","Iron Cloud-Gresko, Bradford",4
"al-Ismail, Furqaan","Iron Cloud-Gresko, Bradford",1
"Stogsdill IV, Ethan","Iron Cloud-Gresko, Bradford",2
"al-Mustafa, Aatif","Iron Cloud-Gresko, Bradford",1
"Natonabah, Amber","Quezada, John",1
"Schaller, Karl","Nelson, Jonte",1
"Schaller, Karl","Rodasta, Jessica",1
"al-Meer, Jaadallah","Williams, Kiara",5
"Hampton, Yeng","Williams, Kiara",2
"Mckune, Austin","Martin, Jared",2
"Nicks, Nicola","Mock, Geniveve",2
"Jenkins, Bradley","Mock, Geniveve",2
"el-Parsa, Nawf","Davis, Charlotte",1
"Davis, Charlotte","Montgomery, Alicia",1
"Mccarty, Benjamin","Lewis, Saygbechee",1
"Greene, Ladezhane","Lewis, Saygbechee",1
"Lewis, Saygbechee","Smith, Alexis",1
"Fernandez, Dameion","Lewis, Saygbechee",1
"Fernandez, Dameion","Mccarty, Benjamin",1
"Greene, Ladezhane","Kumagai, Gabriel",1
"Greene, Ladezhane","Mccarty, Benjamin",1
"Fernandez, Dameion","Kumagai, Gabriel",1
"Fernandez, Dameion","Smith, Alexis",1
"el-Hafeez, Rafeeda","al-Ashraf, Daleel",3
"Evans, Nahom","al-Jabbar, Maahir",2
"Kennedy, Manulagaeu","Evans, Nahom",2
"Cummings, Denise","Galera, Sasha",3
"Fay, Paige","Barela, Jamie Lee",2
"Quezada, John","Gonzalez, Francisco",2
"Lane, Marissa","el-Lodi, Nabeeha",1
"Bivins, Shapprrea","Wall, Kayla",8
"Wall, Kayla","Shaw, De Jilon",1
"Dureja, Regina","Thornburg, Antonio",1
"Sandoval, Ruben","Weston, Kyle",1
"Litwin, Michael","Duong, Ryan",1
"al-Ayub, Ummu Kulthoom","el-Huq, Badri",1
"Mccabe, Robert","West, Joseph",1
"Yazzie, Jakob","Mccabe, Robert",6
"Serrano Cano, Jamecia","Buckner, Destinee",2
"Rudebusch, Nathan","el-Bashir, Zayyaan",1
"Smith, Chance","el-Bashir, Zayyaan",1
"Aguirre, Dominic","Williams, Andre",2
"Williams, Andre","Layden, Robert",2
"Sanchez, Llanely","Murphy, Jacob",2
"Barron, Kindra","Murphy, Jacob",2
"Fernandez, Dameion","Jones, Cassidy",1
"Beck, Brandon","Larry, Sirdushene",2
"al-Sham, Saafiyya","Beck, Brandon",1
"Lobatos Sanchez, Miguel","Harrison, Randi",1
"el-Shah, Zahraaa","Butler-Fulbright, Milo",3
"el-Shah, Zahraaa","Aguirre, Melissa",1
"el-Shah, Zahraaa","Nguyen, Steven",2
"Butler-Fulbright, Milo","Ortiz, Joshua",1
"Ortiz, Joshua","Aguirre, Melissa",2
"el-Tahir, Jawhar","Salaz, Daniel",1
"Montoya, Teshia","Harrison, Randi",1
"Ortega, Brandon","Nguyen, Amy",1
"Kills In Sight, Braedon","el-Selim, Waleeda",1
"Deleon, Brianna","Lugenbeel, Fredlyn",1
"Deleon, Brianna","el-Omer, Mishaari",1
"Her, Avery","el-Omer, Mishaari",2
"el-Allee, Nizaam","Holdridge, Quade",1
"al-Ismail, Furqaan","Torres, Che",1
"al-Azer, Warda","al-Siddiqi, Raabia",11
"al-Omer, Faadi","Halverson, Mckenzie",2
"Serrano Cano, Jamecia","An, William",1
"Herndon, Lawrence","Lin, Kathleen",1
"Yoshimura, Rachael","Nguyen, Steven",1
"Roseveare, Isaac","Norris, Savannah",5
"Montoya, Emma","Hubbard, Philip",1
"Schweitzer, Ashley","Kane, Timothy",1
"Garrett, Kayla","Barela, Jamie Lee",1
"Flores, Jesus","Garrett, Kayla",1
"Cranfill, Travon","Martinez, Kelsey",1
"Smith, Chance","Copeland, Joseph",1
"Siriwalothakul, Andrew","Mercurio, Aaron",1
"Nettles, Jessica","Carrillo, Soledad",2
"Carrillo, Soledad","Stebbins, Adel",1
"Nettles, Jessica","Stebbins, Adel",1
"Roda, Randy","Ramirez Banuelos, Bianca",3
